GeneID	interaction.padj	earlySig	middleSig	lateSig	RegulationOnDS	CNV_SW	GWAS_min_pvalue	1k_min_pvalue
GRMZM2G181273	0.91457022	no	no	no	NA	noCNV	0.077875122	0.077875122
GRMZM2G181336	0.338450757	no	no	no	NA	noCNV	0.089337522	0.089337522
GRMZM2G181354	0.000100491	no	no	no	UpOnDS	noCNV	0.118468575	0.118468575
GRMZM2G181359	0.12194999	no	no	no	NA	noCNV	0.012286951	0.009223075
GRMZM2G181362	1.29E-16	no	yes	no	others	noCNV	0.009223075	0.009223075
GRMZM2G181378	0.26216356	no	no	no	NA	noCNV	0.067256133	0.067256133
GRMZM2G181390	0.543737452	no	no	no	NA	noCNV	0.338575661	0.338575661
GRMZM2G181415	0.252948752	no	no	no	NA	noCNV	0.761391934	0.761391934
GRMZM2G181422	0.373488994	no	no	no	NA	noCNV	0.498236324	0.498236324
GRMZM2G181453	0.199005678	no	no	no	NA	noCNV	0.23544031	0.23544031
GRMZM2G181484	4.32E-05	no	no	yes	DownOnDS	noCNV	0.139018711	0.139018711
GRMZM2G181505	0.002153441	no	yes	no	others	noCNV	0.096667631	0.096667631
GRMZM2G181507	0.317643787	no	no	no	NA	noCNV	NA	0.028764509
GRMZM2G181519	0.057792392	no	no	no	NA	noCNV	0.026663231	0.026663231
GRMZM2G181522	0.001612854	no	no	no	UpOnDS	noCNV	0.214896716	0.214896716
GRMZM2G181536	0.842292533	no	no	no	NA	noCNV	NA	0.531797779
GRMZM2G181540	0.003895051	no	no	no	DownOnDS	noCNV	0.087548667	0.087548667
GRMZM2G181542	0.736746688	no	no	no	NA	noCNV	0.113464175	0.113464175
GRMZM2G181546	0.24542653	no	no	no	NA	noCNV	NA	NA
GRMZM2G181551	0.00162245	yes	no	yes	others	noCNV	0.045113422	0.045113422
GRMZM2G181566	4.03E-08	no	no	no	others	noCNV	0.086867434	0.086867434
GRMZM2G181568	0.004710917	no	no	no	DownOnDS	noCNV	0.200019945	0.200019945
GRMZM2G181605	0.004413918	no	no	no	others	noCNV	0.169434252	0.169434252
GRMZM2G181607	0.072077673	no	no	no	NA	noCNV	0.089813595	0.089813595
GRMZM2G181637	0.008188701	no	yes	yes	others	noCNV	0.116528584	0.116528584
GRMZM2G300111	0.463271058	no	no	no	NA	noCNV	NA	NA
GRMZM2G300119	0.382781568	no	no	no	NA	noCNV	NA	0.903899061
GRMZM2G300125	2.28E-06	no	no	no	others	noCNV	0.084932525	0.084932525
GRMZM2G300133	0.046127848	no	yes	no	UpOnDS	noCNV	0.051081459	0.051081459
GRMZM2G300135	0.632409529	no	no	no	NA	noCNV	0.147198467	0.147198467
GRMZM2G300258	0.41903411	no	no	no	NA	noCNV	0.097195589	0.097195589
GRMZM2G300348	0.324977179	no	no	no	NA	noCNV	0.21661428	0.21661428
GRMZM2G300375	0.724070398	no	no	no	NA	noCNV	0.009933922	0.009933922
GRMZM2G300408	0.504280631	no	no	no	NA	noCNV	0.049961393	0.049961393
GRMZM2G300500	0.932023487	no	no	no	NA	noCNV	0.022778929	0.022778929
GRMZM2G300589	0.005764422	no	no	no	DownOnDS	noCNV	0.042332454	0.042332454
GRMZM2G300624	0.300677818	no	no	no	NA	noCNV	0.013885824	0.013885824
GRMZM2G300692	0.214955431	no	no	no	NA	noCNV	0.048128526	0.048128526
GRMZM2G300709	0.016565679	no	yes	yes	DownOnDS	noCNV	0.199757745	0.199757745
GRMZM2G300771	0.9721124	no	no	no	NA	noCNV	0.3804084	0.3804084
GRMZM2G300784	0.946383383	no	no	no	NA	DownCNV/PAV	NA	NA
GRMZM2G300788	0.042348159	no	yes	no	DownOnDS	noCNV	0.143252009	0.143252009
GRMZM2G300801	0.740140926	no	no	no	NA	noCNV	0.057951012	0.030586196
GRMZM2G300812	0.566802013	no	no	no	NA	noCNV	NA	0.153747116
GRMZM2G300841	0.851210926	no	no	no	NA	noCNV	0.04745925	0.04745925
GRMZM2G300862	0.793157631	no	no	no	NA	noCNV	0.317703626	0.317703626
GRMZM2G300866	0.518190612	no	no	no	NA	noCNV	0.075780162	0.075780162
GRMZM2G300916	0.925228618	no	no	no	NA	DownCNV/PAV	NA	NA
GRMZM2G300924	0.11254516	no	no	no	NA	noCNV	0.260827151	0.260827151
GRMZM2G300944	0.149009624	no	no	no	NA	noCNV	0.353027149	0.353027149
GRMZM2G300945	0.011674498	no	yes	no	DownOnDS	noCNV	0.049124198	0.049124198
GRMZM2G300955	0.127022761	no	no	no	NA	noCNV	0.007201099	0.007201099
GRMZM2G301071	5.52E-05	no	no	yes	UpOnDS	noCNV	0.014239666	0.014239666
GRMZM2G301089	1.82E-09	yes	yes	yes	others	noCNV	0.089469797	0.089469797
GRMZM2G301098	0.018739524	no	no	no	UpOnDS	noCNV	0.103296113	0.103296113
GRMZM2G301122	0.207138433	no	no	no	NA	noCNV	0.066166566	0.066166566
GRMZM2G301124	0.451528839	no	no	no	NA	noCNV	NA	0.137683804
GRMZM2G301148	0.652138688	no	no	no	NA	noCNV	NA	NA
GRMZM2G301172	0.093513087	no	no	no	NA	noCNV	0.069907594	0.069907594
GRMZM2G301194	0.046127848	no	no	no	DownOnDS	noCNV	0.017807165	0.017807165
GRMZM2G301208	0.702350136	no	no	no	NA	noCNV	0.115589862	0.115589862
GRMZM2G301246	0.732414698	no	no	no	NA	noCNV	0.203411495	0.203411495
GRMZM2G301271	0.071588478	no	no	no	NA	noCNV	0.003750911	0.003750911
GRMZM2G301355	0.409485575	no	no	no	NA	noCNV	0.407522961	0.15242699
GRMZM2G301376	0.027083527	no	no	no	others	noCNV	NA	0.525436282
GRMZM2G301389	0.998568978	no	no	no	NA	noCNV	NA	0.995296222
GRMZM2G301405	0.881081309	no	no	no	NA	noCNV	0.02888441	0.02888441
GRMZM2G301485	0.000107014	no	no	no	UpOnDS	noCNV	0.188147108	0.153098411
GRMZM2G301512	0.685646257	no	no	no	NA	noCNV	0.145193761	0.145193761
GRMZM2G301513	0.587114939	no	no	no	NA	noCNV	0.556477018	0.556477018
GRMZM2G301536	0.001216743	no	no	no	UpOnDS	noCNV	0.097018518	0.097018518
GRMZM2G301585	0.653051189	no	no	no	NA	noCNV	0.037082852	0.037082852
GRMZM2G301642	0.500862007	no	no	no	NA	noCNV	0.464124247	0.464124247
GRMZM2G301647	0.031677116	no	no	no	UpOnDS	noCNV	0.713504029	0.713504029
GRMZM2G301663	0.292713024	no	no	no	NA	noCNV	0.028539441	0.028539441
GRMZM2G301738	0.653943827	no	no	no	NA	noCNV	0.152076331	0.152076331
GRMZM2G301803	0.276753989	no	no	no	NA	noCNV	0.059288031	0.059288031
GRMZM2G301805	1.64E-07	no	no	no	UpOnDS	noCNV	0.010094082	0.010094082
GRMZM2G301823	0.079122622	no	no	no	NA	noCNV	0.074487454	0.074487454
GRMZM2G301848	0.965587298	no	no	no	NA	noCNV	NA	NA
GRMZM2G301853	0.553465414	no	no	no	NA	DownCNV/PAV	NA	NA
GRMZM2G301860	0.004693527	no	yes	no	UpOnDS	noCNV	0.26677288	0.097878417
GRMZM2G301884	0.503910023	no	no	no	NA	noCNV	0.101559226	0.101559226
GRMZM2G301885	0.022631048	no	no	no	others	noCNV	0.116016021	0.116016021
GRMZM2G301908	1.09E-06	no	no	yes	DownOnDS	noCNV	0.278525127	0.278525127
GRMZM2G301909	0.070661168	no	no	no	NA	noCNV	0.006534639	0.006534639
GRMZM2G301932	0.021445826	no	yes	no	UpOnDS	noCNV	0.061379358	0.061379358
GRMZM2G301934	0.0268709	no	no	no	others	noCNV	0.033289419	0.033289419
GRMZM2G302045	0.001159988	no	yes	yes	others	noCNV	0.149905936	0.125598446
GRMZM2G302074	0.001418064	no	yes	no	UpOnDS	noCNV	NA	NA
GRMZM2G302160	0.397548989	no	no	no	NA	noCNV	0.16479454	0.16479454
GRMZM2G302171	0.085086436	no	no	no	NA	noCNV	NA	0.400783641
GRMZM2G302195	0.649426751	no	no	no	NA	noCNV	0.907148341	0.907148341
GRMZM2G302233	0.27762391	no	no	no	NA	noCNV	0.005735978	0.005735978
GRMZM2G302245	0.004974369	no	no	no	UpOnDS	noCNV	0.06637877	0.06637877
GRMZM2G302259	0.738459469	no	no	no	NA	noCNV	0.062442228	0.062442228
GRMZM2G302279	0.919776541	no	no	no	NA	DownCNV/PAV	NA	NA
GRMZM2G302293	0.074241572	no	no	no	NA	DownCNV/PAV	0.025929848	0.025929848
GRMZM2G302323	0.622390177	no	no	no	NA	noCNV	0.011699972	0.011699972
GRMZM2G302405	0.897977729	no	no	no	NA	noCNV	0.328787426	0.328787426
GRMZM2G302601	0.633362878	no	no	no	NA	noCNV	0.008932485	0.008932485
GRMZM2G302604	0.000178211	no	no	yes	DownOnDS	noCNV	0.376649655	0.376649655
GRMZM2G302639	0.008075493	no	no	yes	DownOnDS	noCNV	0.164296692	0.037356621
GRMZM2G302664	2.22E-12	no	yes	yes	DownOnDS	noCNV	0.018776054	0.018776054
GRMZM2G302701	0.668354348	no	no	no	NA	noCNV	0.229527745	0.229527745
GRMZM2G302712	0.97988665	no	no	no	NA	DownCNV/PAV	0.11820864	0.11820864
GRMZM2G302778	0.889173073	no	no	no	NA	noCNV	0.052903998	0.052903998
GRMZM2G302883	0.997722414	no	no	no	NA	noCNV	NA	NA
GRMZM2G302912	0.998715118	no	no	no	NA	noCNV	0.257517451	0.257517451
GRMZM2G302913	0.479375346	no	no	no	NA	noCNV	0.621199505	0.310056859
GRMZM2G303007	0.652138688	no	no	no	NA	noCNV	0.021753523	0.021753523
GRMZM2G303044	0.082599731	no	no	no	NA	noCNV	0.006853042	0.006853042
GRMZM2G303091	0.082932858	no	no	no	NA	DownCNV/PAV	NA	NA
GRMZM2G303105	0.117595998	no	no	no	NA	noCNV	0.132510957	0.132510957
GRMZM2G303118	0.027898435	no	no	no	DownOnDS	DownCNV/PAV	0.103600948	0.103600948
GRMZM2G303135	0.650577536	no	no	no	NA	noCNV	0.254680411	0.03958317
GRMZM2G303147	0.751449265	no	no	no	NA	noCNV	NA	NA
GRMZM2G303149	0.000129285	no	yes	no	UpOnDS	noCNV	0.107512604	0.090442603
GRMZM2G303157	0.55231643	no	no	no	NA	noCNV	0.067939283	0.067939283
GRMZM2G303244	0.704183632	no	no	no	NA	noCNV	0.009952855	0.009952855
GRMZM2G303312	0.326428462	no	no	no	NA	noCNV	0.124435797	0.124435797
GRMZM2G303361	0.337815491	no	no	no	NA	noCNV	NA	NA
GRMZM2G303374	0.253685173	no	no	no	NA	DownCNV/PAV	0.174083495	0.174083495
GRMZM2G303419	0.708048366	no	no	no	NA	noCNV	NA	NA
GRMZM2G303431	4.51E-12	no	no	yes	others	noCNV	0.052939563	0.052939563
GRMZM2G303465	0.251371652	no	no	no	NA	noCNV	0.909320965	0.909320965
GRMZM2G303509	0.059008074	no	no	no	NA	noCNV	NA	NA
GRMZM2G303530	9.00E-07	no	yes	no	DownOnDS	noCNV	0.345448798	0.022458202
GRMZM2G303587	0.974214818	no	no	no	NA	noCNV	0.000801817	0.000801817
GRMZM2G303631	0.099890568	no	no	no	NA	noCNV	0.108352127	0.108352127
GRMZM2G303655	0.510580231	no	no	no	NA	noCNV	0.001636678	0.001636678
GRMZM2G303661	0.461251255	no	no	no	NA	noCNV	NA	NA
GRMZM2G303728	0.806490203	no	no	no	NA	noCNV	0.051280254	0.051280254
GRMZM2G303752	0.665565236	no	no	no	NA	noCNV	0.191207364	0.148162312
GRMZM2G303768	0.468619828	no	no	no	NA	noCNV	0.045101834	0.045101834
GRMZM2G303775	0.940528368	no	no	no	NA	noCNV	0.207941226	0.207941226
GRMZM2G303810	0.216456794	no	no	no	NA	noCNV	NA	NA
GRMZM2G303829	0.001390091	no	no	no	DownOnDS	noCNV	0.449235372	0.248356094
GRMZM2G303909	0.288735943	no	no	no	NA	noCNV	0.704541839	0.704541839
GRMZM2G303915	0.080448952	no	no	no	NA	noCNV	0.106615601	0.106615601
GRMZM2G303964	0.006183434	no	no	no	others	DownCNV/PAV	0.026085627	0.026085627
GRMZM2G303965	0.101532576	no	no	no	NA	noCNV	NA	0.29310536
GRMZM2G303993	0.009473421	no	no	no	UpOnDS	noCNV	0.049299477	0.049299477
GRMZM2G303999	0.897407734	no	no	no	NA	noCNV	NA	NA
GRMZM2G304010	0.024332764	no	no	no	others	noCNV	0.164101881	0.164101881
GRMZM2G304091	0.005650492	no	yes	no	UpOnDS	noCNV	0.086537509	0.086537509
GRMZM2G304108	0.05119721	no	no	no	NA	noCNV	0.01425936	0.01425936
GRMZM2G304132	0.002700048	no	no	yes	others	noCNV	0.269256082	0.269256082
GRMZM2G304212	2.20E-05	no	no	no	DownOnDS	noCNV	0.034275978	0.034275978
GRMZM2G304274	0.988596447	no	no	no	NA	noCNV	0.111885583	0.111885583
GRMZM2G304362	0.647510159	no	no	no	NA	noCNV	0.151242503	0.151242503
GRMZM2G304378	0.119261038	no	no	no	NA	noCNV	0.123899592	0.123899592
GRMZM2G304442	0.651732816	no	no	no	NA	noCNV	0.135941444	0.135941444
GRMZM2G304474	0.000459252	no	yes	yes	others	noCNV	0.630172454	0.253084528
GRMZM2G304528	0.172978953	no	no	no	NA	noCNV	NA	NA
GRMZM2G304573	0.034680312	no	no	no	others	noCNV	NA	NA
GRMZM2G304575	0.119511884	no	no	no	NA	DownCNV/PAV	0.023472716	0.023472716
GRMZM2G304638	0.008583547	no	no	no	UpOnDS	noCNV	0.282660281	0.07719664
GRMZM2G304657	0.050255212	no	no	no	NA	noCNV	0.07719664	0.07719664
GRMZM2G304687	0.427554618	no	no	no	NA	noCNV	0.198242863	0.198242863
GRMZM2G304712	0.061344204	no	no	no	NA	noCNV	0.072273895	0.072273895
GRMZM2G304745	0.070057198	no	no	no	NA	noCNV	0.051300996	0.051300996
GRMZM2G304897	0.122301669	no	no	no	NA	noCNV	0.227621221	0.075418657
GRMZM2G304915	0.767063494	no	no	no	NA	noCNV	0.077776789	0.077776789
GRMZM2G304926	0.637717142	no	no	no	NA	DownCNV/PAV	0.284838529	0.04956963
GRMZM2G304947	0.66033795	no	no	no	NA	noCNV	0.303254257	0.303254257
GRMZM2G304956	0.034244503	no	no	no	others	noCNV	NA	NA
GRMZM2G304965	0.7277537	no	no	no	NA	noCNV	0.012996954	0.012996954
GRMZM2G305007	0.261832262	no	no	no	NA	noCNV	0.080603075	0.046880035
GRMZM2G305027	0.006231475	no	no	no	DownOnDS	noCNV	0.138937812	0.138937812
GRMZM2G305046	0.000460948	no	yes	no	DownOnDS	noCNV	0.077405381	0.077405381
GRMZM2G305048	0.143417688	no	no	no	NA	noCNV	0.003841746	0.003841746
GRMZM2G305060	0.835605898	no	no	no	NA	noCNV	0.010962398	0.010962398
GRMZM2G305066	0.000923822	no	yes	no	others	noCNV	0.002192641	0.002192641
GRMZM2G305080	0.03799347	no	yes	no	DownOnDS	noCNV	0.080217164	0.080217164
GRMZM2G305096	0.52045629	no	no	no	NA	DownCNV/PAV	NA	NA
GRMZM2G305115	0.219597044	no	no	no	NA	noCNV	0.165490054	0.165490054
GRMZM2G305124	0.00964551	no	yes	no	DownOnDS	noCNV	0.000639852	0.000639852
GRMZM2G305154	0.478942177	no	no	no	NA	noCNV	0.050516215	0.050516215
GRMZM2G305159	0.397736911	no	no	no	NA	noCNV	0.047795482	0.047795482
GRMZM2G305167	0.287539422	no	no	no	NA	DownCNV/PAV	NA	NA
GRMZM2G305244	0.951053218	no	no	no	NA	noCNV	NA	NA
GRMZM2G305254	0.177050588	no	no	no	NA	noCNV	0.015685813	0.015685813
GRMZM2G305264	0.12392056	no	no	no	NA	noCNV	0.025423086	0.025423086
GRMZM2G305280	0.477770285	no	no	no	NA	noCNV	0.079178397	0.079178397
GRMZM2G305311	0.97695687	no	no	no	NA	noCNV	0.03659478	0.03659478
GRMZM2G305321	0.219659154	no	no	no	NA	noCNV	0.117466828	0.117466828
GRMZM2G305332	0.362372062	no	no	no	NA	noCNV	0.121356472	0.121356472
GRMZM2G305362	0.104724241	no	no	no	NA	noCNV	0.164147116	0.164147116
GRMZM2G305406	0.993212982	no	no	no	NA	noCNV	0.258357844	0.096529575
GRMZM2G305409	0.981700639	no	no	no	NA	noCNV	NA	0.325153537
GRMZM2G305446	0.207977838	no	no	no	NA	noCNV	0.028654516	0.028654516
GRMZM2G305526	0.229936277	no	no	no	NA	DownCNV/PAV	0.716104838	0.716104838
GRMZM2G305582	0.041796388	no	no	no	UpOnDS	noCNV	0.071947097	0.071947097
GRMZM2G305822	2.04E-10	yes	no	yes	others	noCNV	0.171313881	0.171313881
GRMZM2G305834	0.346310292	no	no	no	NA	DownCNV/PAV	0.190605951	0.190605951
GRMZM2G305851	1.75E-11	no	no	yes	DownOnDS	noCNV	0.304043783	0.304043783
GRMZM2G305856	0.066958425	no	no	no	NA	noCNV	0.110848369	0.110848369
GRMZM2G305864	0.71975115	no	no	no	NA	noCNV	0.489587695	0.399448209
GRMZM2G305900	0.95869661	no	no	no	NA	noCNV	0.036615254	0.036615254
GRMZM2G305901	0.717155294	no	no	no	NA	noCNV	0.009200801	0.009200801
GRMZM2G306028	0.051801563	no	no	no	NA	noCNV	0.007639737	0.007639737
GRMZM2G306062	0.04711597	no	no	no	DownOnDS	DownCNV/PAV	NA	0.036358513
GRMZM2G306079	0.118848758	no	no	no	NA	noCNV	0.000421597	0.000421597
GRMZM2G306094	0.069773407	no	no	no	NA	noCNV	0.657439973	0.657439973
GRMZM2G306105	0.000403278	no	yes	yes	DownOnDS	noCNV	0.670965505	0.670965505
GRMZM2G306216	0.265966626	no	no	no	NA	noCNV	0.41352463	0.047818882
GRMZM2G306255	0.766428418	no	no	no	NA	DownCNV/PAV	NA	NA
GRMZM2G306282	0.60139762	no	no	no	NA	noCNV	NA	0.210192779
GRMZM2G306345	0.120275368	no	no	no	NA	noCNV	0.009656699	0.009656699
GRMZM2G306348	0.632600232	no	no	no	NA	noCNV	0.41053138	0.32167378
GRMZM2G306357	0.007977831	no	no	no	UpOnDS	noCNV	0.131877548	0.131877548
GRMZM2G306374	1.95E-05	no	no	no	UpOnDS	DownCNV/PAV	0.073671305	0.073671305
GRMZM2G306376	0.740103626	no	no	no	NA	noCNV	0.000134797	0.000134797
GRMZM2G306482	0.061176253	no	no	no	NA	noCNV	0.115930016	0.115930016
GRMZM2G306597	0.784278768	no	no	no	NA	noCNV	0.272047367	0.272047367
GRMZM2G306616	0.078114871	no	no	no	NA	noCNV	0.140576563	0.140576563
GRMZM2G306643	0.005149823	no	no	no	others	noCNV	0.062608457	0.062608457
GRMZM2G306679	0.150954155	no	no	no	NA	noCNV	0.028635041	0.028635041
GRMZM2G306727	0.001829161	no	no	no	others	noCNV	NA	NA
GRMZM2G306732	0.144849971	no	no	no	NA	noCNV	0.474985293	0.028635041
GRMZM2G306741	0.98252511	no	no	no	NA	noCNV	0.165257615	0.165257615
GRMZM2G306771	0.2662788	no	no	no	NA	noCNV	0.467686512	0.467686512
GRMZM2G306781	0.48037851	no	no	no	NA	noCNV	0.201236425	0.201236425
GRMZM2G306806	0.311939756	no	no	no	NA	noCNV	0.044132934	0.044132934
GRMZM2G306851	0.015081216	no	yes	yes	others	noCNV	0.159336031	0.114375942
GRMZM2G306919	0.011132066	no	no	no	DownOnDS	noCNV	0.758254451	0.758254451
GRMZM2G306935	0.921678394	no	no	no	NA	noCNV	0.124473428	0.124473428
GRMZM2G307088	0.692372556	no	no	no	NA	noCNV	0.510488148	0.510488148
GRMZM2G307152	0.115597194	no	no	no	NA	noCNV	NA	NA
GRMZM2G307252	0.001862602	no	no	no	DownOnDS	noCNV	0.05410445	0.05410445
GRMZM2G307262	0.03173393	no	yes	no	others	noCNV	0.104215426	0.104215426
GRMZM2G307368	0.497864483	no	no	no	NA	noCNV	0.042777651	0.042777651
GRMZM2G307437	0.943711317	no	no	no	NA	noCNV	0.318590579	0.318590579
GRMZM2G307495	0.647092636	no	no	no	NA	noCNV	NA	NA
GRMZM2G307553	0.915593016	no	no	no	NA	DownCNV/PAV	NA	NA
GRMZM2G307561	0.67311927	no	no	no	NA	noCNV	0.017495916	0.017495916
GRMZM2G307567	0.279278624	no	no	no	NA	noCNV	NA	NA
GRMZM2G307588	0.082621505	no	no	no	NA	noCNV	0.386743188	0.386743188
GRMZM2G307600	0.907462541	no	no	no	NA	noCNV	0.507247931	0.507247931
GRMZM2G307637	0.000167581	no	yes	no	others	noCNV	0.066958506	0.066958506
GRMZM2G307720	0.036194438	no	no	no	UpOnDS	noCNV	0.081055238	0.081055238
GRMZM2G307756	0.042228004	no	no	no	DownOnDS	noCNV	NA	NA
GRMZM2G307906	0.028605445	no	no	no	UpOnDS	noCNV	0.058408874	0.058408874
GRMZM2G307992	0.114801088	no	no	no	NA	noCNV	0.049690064	0.049690064
GRMZM2G308064	8.10E-07	no	no	no	others	noCNV	0.102924088	0.08060609
GRMZM2G308083	0.001312792	no	no	no	UpOnDS	noCNV	0.051970561	0.051970561
GRMZM2G308106	0.823629001	no	no	no	NA	noCNV	0.552190491	0.552190491
GRMZM2G308189	0.794028715	no	no	no	NA	noCNV	0.033929375	0.033929375
GRMZM2G308193	0.209547803	no	no	no	NA	noCNV	0.659556012	0.659556012
GRMZM2G308203	0.00979611	no	no	no	DownOnDS	noCNV	0.139331446	0.139331446
GRMZM2G308219	0.898196782	no	no	no	NA	noCNV	0.142455569	0.142455569
GRMZM2G308351	0.606101553	no	no	no	NA	noCNV	NA	NA
GRMZM2G308365	0.146155393	no	no	no	NA	noCNV	NA	NA
GRMZM2G308440	0.515232352	no	no	no	NA	noCNV	NA	0.727130814
GRMZM2G308463	0.027245674	no	yes	no	others	noCNV	NA	NA
GRMZM2G308503	0.779510422	no	no	no	NA	noCNV	0.084152374	0.084152374
GRMZM2G308570	0.65744649	no	no	no	NA	noCNV	0.075229178	0.029256941
GRMZM2G308595	0.066103333	no	no	no	NA	noCNV	0.009906224	0.009906224
GRMZM2G308615	0.031744284	no	no	no	UpOnDS	noCNV	0.1230003	0.1230003
GRMZM2G308666	0.653799237	no	no	no	NA	noCNV	0.407718248	0.407718248
GRMZM2G308687	0.435716397	no	no	no	NA	noCNV	0.080343272	0.080343272
GRMZM2G308689	0.107752003	no	no	no	NA	noCNV	0.002118601	0.002118601
GRMZM2G308707	3.35E-09	no	no	yes	UpOnDS	noCNV	0.562528073	0.562528073
GRMZM2G308752	0.000710502	no	yes	no	others	noCNV	NA	NA
GRMZM2G308860	0.01635992	no	no	no	UpOnDS	noCNV	0.038294706	0.038294706
GRMZM2G308884	0.467757958	no	no	no	NA	noCNV	0.071599731	0.071599731
GRMZM2G308907	0.427468598	no	no	no	NA	UpCNV	NA	NA
GRMZM2G308910	0.000449659	no	no	yes	others	noCNV	NA	NA
GRMZM2G308944	0.515572131	no	no	no	NA	noCNV	0.958875538	0.958875538
GRMZM2G309025	0.000367222	no	no	no	DownOnDS	noCNV	0.057980561	0.057980561
GRMZM2G309035	0.047513022	no	no	no	DownOnDS	noCNV	0.450758214	0.197117537
GRMZM2G309063	0.862306738	no	no	no	NA	noCNV	0.019833782	0.019833782
GRMZM2G309071	0.000795969	no	no	yes	DownOnDS	noCNV	0.713532736	0.713532736
GRMZM2G309109	0.485800313	no	no	no	NA	noCNV	NA	NA
GRMZM2G309152	0.000294495	no	no	no	DownOnDS	noCNV	0.019833782	0.019833782
GRMZM2G309193	0.379494678	no	no	no	NA	noCNV	NA	NA
GRMZM2G309258	0.421872551	no	no	no	NA	noCNV	0.125784007	0.125784007
GRMZM2G309316	0.303352204	no	no	no	NA	DownCNV/PAV	NA	NA
GRMZM2G309327	0.210687242	no	no	no	NA	noCNV	0.150016714	0.150016714
GRMZM2G309368	0.519415961	no	no	no	NA	noCNV	0.069216647	0.069216647
GRMZM2G309380	0.002979941	no	no	no	DownOnDS	noCNV	0.025510564	0.025510564
GRMZM2G309512	0.162117992	no	no	no	NA	noCNV	0.263013198	0.263013198
GRMZM2G309568	0.947789362	no	no	no	NA	noCNV	0.073973396	0.073973396
GRMZM2G309624	0.568169999	no	no	no	NA	DownCNV/PAV	NA	NA
GRMZM2G309655	0.788841909	no	no	no	NA	noCNV	NA	NA
GRMZM2G309660	0.384954642	no	no	no	NA	noCNV	0.17557688	0.17557688
GRMZM2G309731	3.84E-09	no	yes	no	others	noCNV	0.757395562	0.404761942
GRMZM2G309747	0.168517169	no	no	no	NA	noCNV	0.026458936	0.026458936
GRMZM2G309847	0.025133643	no	no	no	others	noCNV	0.296116505	0.296116505
GRMZM2G309897	0.832527837	no	no	no	NA	noCNV	0.394598197	0.394598197
GRMZM2G309899	0.63153946	no	no	no	NA	noCNV	NA	0.27088128
GRMZM2G309933	0.957228928	no	no	no	NA	noCNV	0.030555108	0.030555108
GRMZM2G309970	0.819644574	no	no	no	NA	noCNV	0.164203517	0.164203517
GRMZM2G310031	0.269602637	no	no	no	NA	noCNV	0.058188061	0.047901825
GRMZM2G310069	1.98E-12	no	no	no	UpOnDS	noCNV	0.022732673	0.022732673
GRMZM2G310115	0.609022523	no	no	no	NA	noCNV	0.000339452	0.000339452
GRMZM2G310144	0.948423919	no	no	no	NA	noCNV	0.155945384	0.155945384
GRMZM2G310155	0.969457863	no	no	no	NA	noCNV	0.000170974	0.000170974
GRMZM2G310283	0.620887764	no	no	no	NA	noCNV	0.016608154	0.016608154
GRMZM2G310321	0.377296793	no	no	no	NA	noCNV	0.197048925	0.147453154
GRMZM2G310368	0.023309293	no	yes	no	UpOnDS	noCNV	0.005325282	0.005325282
GRMZM2G310410	0.42016801	no	no	no	NA	noCNV	0.094356173	0.094356173
GRMZM2G310431	1.13E-14	no	no	no	UpOnDS	noCNV	0.049998283	0.049998283
GRMZM2G310453	0.144187713	no	no	no	NA	noCNV	0.649078194	0.248559715
GRMZM2G310548	4.98E-07	no	no	yes	DownOnDS	noCNV	0.241388219	0.241388219
GRMZM2G310569	0.484285431	no	no	no	NA	noCNV	0.138054843	0.138054843
GRMZM2G310652	0.281453149	no	no	no	NA	noCNV	0.36014728	0.36014728
GRMZM2G310674	0.17692718	no	no	no	NA	noCNV	0.002132885	0.002132885
GRMZM2G310739	0.566566172	no	no	no	NA	noCNV	0.278336658	0.278336658
GRMZM2G310758	0.496131693	no	no	no	NA	noCNV	0.532007593	0.062397097
GRMZM2G310795	0.635747661	no	no	no	NA	noCNV	0.415340381	0.415340381
GRMZM2G310944	0.348808978	no	no	no	NA	noCNV	0.289991078	0.289991078
GRMZM2G310947	0.04222774	no	no	yes	others	noCNV	0.005555263	0.005555263
GRMZM2G311003	0.000345935	no	no	no	UpOnDS	noCNV	0.366961405	0.366961405
GRMZM2G311011	0.569620552	no	no	no	NA	noCNV	NA	NA
GRMZM2G311036	1.67E-07	no	no	yes	DownOnDS	noCNV	0.062692635	0.062692635
GRMZM2G311051	0.948874411	no	no	no	NA	noCNV	0.101274874	0.101274874
GRMZM2G311165	0.136473519	no	no	no	NA	noCNV	NA	NA
GRMZM2G311182	1.11E-16	no	yes	yes	UpOnDS	DownCNV/PAV	0.066293919	0.066293919
GRMZM2G311220	0.656625154	no	no	no	NA	noCNV	0.19148935	0.19148935
GRMZM2G311233	0.991304466	no	no	no	NA	noCNV	0.047527222	0.047527222
GRMZM2G311316	0.428668538	no	no	no	NA	noCNV	0.00279875	0.00279875
GRMZM2G311342	0.562134214	no	no	no	NA	noCNV	NA	NA
GRMZM2G311347	0.217018968	no	no	no	NA	noCNV	0.044710673	0.044710673
GRMZM2G311500	0.01683046	no	yes	no	UpOnDS	noCNV	NA	0.95094305
GRMZM2G311665	0.041118937	no	no	no	UpOnDS	noCNV	0.021193509	0.021193509
GRMZM2G311680	0.782327707	no	no	no	NA	noCNV	0.015105718	0.015105718
GRMZM2G311756	0.221651858	no	no	no	NA	DownCNV/PAV	NA	NA
