GeneID	IDENTIFIER	BINCODE	NAME	Class	interaction.padj	DS3	DS4	DS5	DS6	DS7	DS8	DS9	DS10	DS11	DRW11	WW3	WW4	WW5	WW6	WW7	WW8	WW9	WW10	DAY3	DAY4	DAY5	DAY6	DAY7	DAY8	DAY9	DAY10
GRMZM2G065244	grmzm2g065244_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.000338484	338	412.5	359.5	356	448	825.5	615.5	672.5	910.5	268.5	431	408	401.5	351	294.5	360	367.5	322	-0.350664623	0.015824967	-0.159408217	0.020406211	0.605231098	1.197271309	0.744014607	1.062473579
GRMZM2G134156	grmzm2g134156_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.219390424	43	64	57.5	65	64.5	75	98.5	97.5	111.5	56.5	46	45	51.5	59.5	44.5	65.5	55.5	46	-0.097297201	0.508146904	0.158989524	0.12755005	0.535493824	0.195395689	0.827635953	1.083768358
GRMZM2G312274	grmzm2g312274_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.798143026	5	3.5	1.5	1	12.5	5.5	19.5	31.5	17	4	9	6.5	2.5	3.5	14.5	5.5	19	14.5	-0.847996907	-0.893084796	-0.736965594	-1.807354922	-0.214124805	0	0.037474705	1.119298928
GRMZM2G142802	grmzm2g142802_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.000128572	3213	5634	3355.5	1911.5	3361.5	3698	4207	7821.5	8162.5	1224.5	3805.5	7968.5	6628	7869	4887	4133	4091	3357	-0.244165039	-0.500148611	-0.982045845	-2.041475108	-0.539843955	-0.160444139	0.040338281	1.220272776
GRMZM2G031917	grmzm2g031917_t03	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.029685537	280.5	301	276	344	188	301	268.5	448.5	643	300.5	314.5	265.5	189	238.5	149	276	169	185.5	-0.165059246	0.181051626	0.546282033	0.528419299	0.335420331	0.12509522	0.667898842	1.273688798
GRMZM2G030465	grmzm2g030465_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.00560657	103.5	283	224.5	68.5	179.5	128.5	115.5	234.5	266	90.5	149.5	317	240	111.5	134	81	89	96	-0.530514717	-0.163680787	-0.096318961	-0.702867817	0.421750843	0.665774546	0.37601561	1.288481612
GRMZM2G408703	grmzm2g408703_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.015594706	151	126	111.5	152	126	145.5	176.5	194	163.5	90.5	122.5	93.5	105.5	95.5	90	89	82.5	78.5	0.3017668	0.430385464	0.079800711	0.670498685	0.485426827	0.709141912	1.097202159	1.305292093
GRMZM5G817948	grmzm5g817948_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.075777453	43.5	57	56	71.5	65.5	38.5	58.5	93	103	58	46	55.5	50.5	75	42.5	59.5	55.5	36.5	-0.08061846	0.038474148	0.149143439	-0.068947354	0.624032065	-0.628031223	0.075948853	1.349334252
GRMZM2G133023	grmzm2g133023_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	4.12E-10	283	417.5	258.5	210	406	542.5	618	1056	2049.5	217	324.5	359	322.5	301.5	365	304	415	392.5	-0.197416425	0.217792354	-0.31913488	-0.521768674	0.153583263	0.835551814	0.574495502	1.427845276
GRMZM2G473925	grmzm2g473925_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.387704566	12.5	15.5	14	24	24	15	15	26	29	19.5	14	13	18	17	10	14.5	16	9.5	-0.163498732	0.253756592	-0.362570079	0.497499659	1.263034406	0.0489096	-0.093109404	1.452512205
GRMZM2G125985	grmzm2g125985_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.747563628	6.5	9.5	15.5	10	18	25	17.5	26	35.5	8.5	8.5	4.5	12	8.5	10.5	12	15.5	9.5	-0.387023123	1.078002512	0.36923381	0.234465254	0.777607579	1.058893689	0.175086707	1.452512205
GRMZM2G471304	grmzm2g471304_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.233372094	6.5	9.5	15	3	11	19.5	17.5	22	12.5	4.5	10.5	9.5	27.5	9	9.5	5.5	8	6.5	-0.691877705	0	-0.874469118	-1.584962501	0.211504105	1.8259706	1.129283017	1.7589919
GRMZM2G386209	grmzm2g386209_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	5.41E-09	271.5	217.5	240.5	181.5	220	295	368	540	775	110.5	284.5	164.5	219	155.5	154.5	161.5	163	154	-0.067476455	0.402927817	0.135106024	0.223054968	0.509896686	0.86918079	1.174833802	1.810029056
GRMZM2G399644	grmzm2g399644_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.321181033	11	7.5	11.5	10.5	17.5	23.5	29.5	35	42	13.5	8	7.5	7	5	6.5	15	7.5	8.5	0.459431619	0	0.716207034	1.070389328	1.428843299	0.647698256	1.975752454	2.041820176
GRMZM2G425072	grmzm2g425072_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.12973389	12.5	19	16	14.5	13	50	51	53	58	18	10.5	12	23	8.5	14.5	28	27	12	0.251538767	0.662965013	-0.523561956	0.770518154	-0.157541277	0.836501268	0.91753784	2.142957954
GRMZM2G451533	grmzm2g451533_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.061555058	2	4	4	2.5	5	3.5	4.5	32	9.5	4.5	5	6.5	8	5	8.5	1	9	4.5	-1.321928095	-0.700439718	-1	-1	-0.765534746	1.807354922	-1	2.830074999
GRMZM2G414460	grmzm2g414460_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.000625889	31	34	42	69.5	30	23	39	125	122.5	67.5	40	34	20.5	40	17.5	37.5	26.5	15.5	-0.367731785	0	1.034765418	0.797012978	0.777607579	-0.705256734	0.557481764	3.011587974
GRMZM2G410567	grmzm2g410567_t01	17.2.3	hormone metabolism.auxin.induced-regulated-responsive-activated	AUX	0.049263299	25	79	38	50	120	161.5	194.5	166	70	31	19.5	19	12.5	7.5	23	32	41.5	20	0.358453971	2.055853235	1.604071324	2.736965594	2.38332864	2.335390355	2.228586914	3.053111336
GRMZM2G394968	grmzm2g394968_t01	17.3.1.1.1	hormone metabolism.brassinosteroid.synthesis-degradation.BRs.DET2	BR	0.80068829	113.5	161.5	123.5	96.5	84	123	95.5	44	133.5	43.5	139	197.5	183.5	92	76.5	78	62	52.5	-0.292392585	-0.290318488	-0.571269021	0.068895081	0.13492958	0.657112286	0.623232518	-0.254813899
GRMZM2G449033	grmzm2g449033_t01	17.3.1.1.1	hormone metabolism.brassinosteroid.synthesis-degradation.BRs.DET2	BR	0.71323754	144	206	144.5	130	165.5	144.5	107	136	168.5	129	157	189	164	182	160.5	150	145.5	156.5	-0.124695747	0.124258103	-0.182626322	-0.485426827	0.04425792	-0.053893008	-0.443408357	-0.202556006
GRMZM2G105855	grmzm2g105855_t01	17.3.1.1.1	hormone metabolism.brassinosteroid.synthesis-degradation.BRs.DET2	BR	0.528867249	148	161.5	119	135	169	156	149	159.5	212	151	112	122.5	110	127.5	159.5	174	200.5	175.5	0.402098444	0.398752416	0.11345805	0.08246216	0.083466823	-0.157541277	-0.428289906	-0.137914607
GRMZM2G080156	grmzm2g080156_t01	17.3.1.1.1	hormone metabolism.brassinosteroid.synthesis-degradation.BRs.DET2	BR	0.598004856	110.5	128.5	113	138	143.5	124	121	131	147.5	106.5	103.5	97.5	127	160	115	103	113	118.5	0.094415602	0.398294235	-0.168505724	-0.213403638	0.319416876	0.267695783	0.098684275	0.144679753
GRMZM5G860072	grmzm5g860072_t01	17.3.1.1.1	hormone metabolism.brassinosteroid.synthesis-degradation.BRs.DET2	BR	0.975927049	4	14.5	8	5	10.5	9.5	5.5	12	5.5	9	7.5	14	8.5	6.5	10.5	9	16	10.5	-0.906890596	0.050626073	-0.087462841	-0.378511623	0	0.078002512	-1.540568381	0.192645078
GRMZM2G065635	grmzm2g065635_t02	17.3.1.1.2	hormone metabolism.brassinosteroid.synthesis-degradation.BRs.DWF4	BR	0.29695924	459	435	411	359.5	441.5	431	373	313	248	239	587.5	343.5	546.5	369.5	416.5	340.5	283	266	-0.356094698	0.340705302	-0.411083102	-0.039582594	0.084096942	0.340033071	0.398373577	0.234736411
GRMZM2G143235	grmzm2g143235_t01	17.3.1.1.99	hormone metabolism.brassinosteroid.synthesis-degradation.BRs.other	BR	0.019608101	503	749.5	591	529.5	444	595.5	473.5	572.5	943.5	626	674	802.5	708	763	463	445.5	364	590	-0.422190191	-0.098572914	-0.26059123	-0.527052373	-0.060452517	0.418676076	0.379425975	-0.043439261
GRMZM2G032896	grmzm2g032896_t01	17.3.1.1.99	hormone metabolism.brassinosteroid.synthesis-degradation.BRs.other	BR	0.04958818	257.5	307	288.5	277.5	242.5	345.5	372	345.5	530.5	267	266.5	245	221	210.5	166.5	177	160	193	-0.049563101	0.325456906	0.384524949	0.398667538	0.54246257	0.96493635	1.217230716	0.840084863
GRMZM2G122810	grmzm2g122810_t01	17.3.1.2.1	hormone metabolism.brassinosteroid.synthesis-degradation.sterols.SMT1	BR	0.110307046	2262	1582.5	1903.5	1930.5	1840.5	1830.5	1991	1952.5	1449.5	1895.5	1888	1815.5	1796.5	1561	2168.5	2140	2055.5	1802.5	0.260740165	-0.19816143	0.083465635	0.306504017	-0.236599693	-0.225373023	-0.045996151	0.115323289
AC210013.4_FG003	ac210013.4_fgt003	17.3.1.2.1	hormone metabolism.brassinosteroid.synthesis-degradation.sterols.SMT1	BR	0.795774529	12	8	11	16	9	12	19	14	9.5	20	7.5	10.5	8	9	10.5	10.5	9.5	6	0.678071905	-0.392317423	0.459431619	0.830074999	-0.222392421	0.192645078	1	1.222392421
GRMZM5G836683	grmzm5g836683_t01	17.3.1.2.1	hormone metabolism.brassinosteroid.synthesis-degradation.sterols.SMT1	BR	0.158481583	16.5	29	60	80.5	21.5	14.5	17	45	33	78.5	35	42.5	34	42	29	61.5	54	11	-1.084888898	-0.551409941	0.819427754	0.938599455	-0.43171624	-2.08453351	-1.667424661	2.032421478
GRMZM2G126682	grmzm2g126682_t01	17.3.1.2.2	hormone metabolism.brassinosteroid.synthesis-degradation.sterols.SMT2	BR	0.325048191	998	819	848.5	796.5	501	432	419.5	457.5	288	847	1226.5	1014	772	838.5	697	912.5	687	489.5	-0.297435513	-0.308122295	0.136313812	-0.074136422	-0.476348053	-1.078793246	-0.711639288	-0.097537116
GRMZM2G075701	grmzm2g075701_t01	17.3.1.2.2	hormone metabolism.brassinosteroid.synthesis-degradation.sterols.SMT2	BR	0.633043565	894	1008.5	1003	837.5	793.5	705	803	827	715	1025.5	1023.5	1192	1173	1015.5	1110.5	1053.5	855	731.5	-0.195164366	-0.241173152	-0.225881407	-0.278029144	-0.484907265	-0.579495152	-0.090524432	0.177029465
GRMZM2G068465	grmzm2g068465_t01	17.3.1.2.3	hormone metabolism.brassinosteroid.synthesis-degradation.sterols.CYP51	BR	3.04E-13	972.5	1328.5	1199	1173	748.5	603	572.5	477	563	1281	976.5	1268	976.5	1028.5	980.5	1294.5	1072.5	876.5	-0.005921794	0.067243482	0.29613971	0.18966122	-0.389515314	-1.102165058	-0.905630049	-0.877764825
GRMZM5G899349	grmzm5g899349_t01	17.3.1.2.3	hormone metabolism.brassinosteroid.synthesis-degradation.sterols.CYP51	BR	0.509248123	1920	1966	1951.5	1933	1804	1739	1587	1700.5	1893	1664.5	1863.5	1922	1835.5	1835.5	1926	1969.5	1744.5	1676	0.043091492	0.032654986	0.088410348	0.074668523	-0.094408365	-0.179571484	-0.136511469	0.020936857
GRMZM2G473533	grmzm2g473533_t01	17.3.1.2.4	hormone metabolism.brassinosteroid.synthesis-degradation.sterols.FACKEL	BR	0.001357084	441	527.5	412.5	367.5	331	352	322.5	270.5	255	524	440.5	522.5	521	406.5	430.5	430.5	404.5	479.5	0.001636637	0.013740057	-0.336889253	-0.145511102	-0.379182021	-0.290437809	-0.326840542	-0.825902221
GRMZM2G003853	grmzm2g003853_t01	17.3.1.2.5	hormone metabolism.brassinosteroid.synthesis-degradation.sterols.HYD1	BR	0.010412061	506	517.5	552.5	581.5	552.5	501	481.5	413	512	715	498	578.5	525	519	608	646	687.5	637	0.022991643	-0.160758097	0.073657042	0.164044653	-0.138096859	-0.366723561	-0.513823915	-0.625151591
GRMZM2G083111	grmzm2g083111_t01	17.3.1.2.5	hormone metabolism.brassinosteroid.synthesis-degradation.sterols.HYD1	BR	0.284033113	8	14.5	19.5	20.5	19.5	15	14.5	13	17	34	10	17.5	15.5	10.5	12.5	55	18	17	-0.321928095	-0.271302022	0.331205908	0.965234582	0.641546029	-1.874469118	-0.311944006	-0.387023123
GRMZM2G167085	grmzm2g167085_t01	17.3.1.2.6	hormone metabolism.brassinosteroid.synthesis-degradation.sterols.DWF7	BR	0.00000501	1433	1595	1759	2316.5	2340.5	2148	1749	1093	1013.5	1320.5	1190	1200	1436	1741	2086.5	1920.5	1837	1825	0.268077036	0.410522018	0.292699734	0.412030479	0.165731844	0.161512029	-0.070821337	-0.739603063
GRMZM5G850019	grmzm5g850019_t01	17.3.1.2.6	hormone metabolism.brassinosteroid.synthesis-degradation.sterols.DWF7	BR	0.028715957	1603.5	1213.5	1411.5	1724	1725	2066	2079.5	2417	3283.5	922.5	1320.5	1034.5	1376.5	1377	1599.5	1628.5	1893	1629	0.280140052	0.230240463	0.036224519	0.324231215	0.108975369	0.343296534	0.135562274	0.569230869
GRMZM2G027886	grmzm2g027886_t01	17.3.1.2.7	hormone metabolism.brassinosteroid.synthesis-degradation.sterols.DWF5	BR	0.000591327	1704	1426.5	1584.5	1551.5	1459	1529.5	1515.5	1276.5	1047	1559.5	1534.5	1493	1465.5	1354.5	1597.5	1825.5	1921.5	1898	0.15115669	-0.065734419	0.112634692	0.195903303	-0.130836048	-0.255231562	-0.342439124	-0.572286455
GRMZM2G057000	grmzm2g057000_t01	17.3.1.2.8	hormone metabolism.brassinosteroid.synthesis-degradation.sterols.DWF1	BR	0.004002451	4747	5969.5	5558.5	5831	3498	2472	2407.5	2584	2462	7222.5	4853	6536	4853.5	5769	4574.5	6055.5	4638	3778	-0.03186081	-0.130797886	0.195670122	0.015422059	-0.387083774	-1.292567344	-0.945967022	-0.548016632
GRMZM2G091456	grmzm2g091456_t01	17.3.1.2.99	hormone metabolism.brassinosteroid.synthesis-degradation.sterols.other	BR	5.15E-20	888	781	624.5	621	512	407.5	288	195	283	743	915	975	838.5	726.5	918	993.5	983.5	1045	-0.043212067	-0.32007967	-0.425109212	-0.226369529	-0.842350343	-1.285719908	-1.771856241	-2.421956913
GRMZM2G105787	grmzm2g105787_t01	17.3.1.2.99	hormone metabolism.brassinosteroid.synthesis-degradation.sterols.other	BR	1.14E-20	891.5	877	951	760.5	680.5	496.5	529	400	472.5	765	794.5	970	921.5	777.5	1128	1075	916.5	892.5	0.166187578	-0.145407905	0.045461175	-0.031894427	-0.729100001	-1.114471037	-0.792867158	-1.157852169
GRMZM2G447447	grmzm2g447447_t01	17.3.2.1	hormone metabolism.brassinosteroid.signal transduction.BRI	BR	0.192215599	52	69.5	67	84.5	44	38.5	30.5	36.5	35	105	59.5	70.5	50.5	69	54.5	80	61.5	56	-0.194378045	-0.02061028	0.407877708	0.29235498	-0.308752706	-1.055141554	-1.011777168	-0.617530363
GRMZM2G048294	grmzm2g048294_t01	17.3.2.1	hormone metabolism.brassinosteroid.signal transduction.BRI	BR	0.396366889	485.5	702	651.5	828.5	679.5	492	498	634	695.5	700.5	530	610.5	560	670	544.5	654.5	610.5	532	-0.126521064	0.201479735	0.218338352	0.306340602	0.319541502	-0.411734877	-0.293845553	0.253056595
GRMZM2G102514	grmzm2g102514_t01	17.3.2.2	hormone metabolism.brassinosteroid.signal transduction.BZR	BR	0.226602972	278	323.5	393	315	371	235.5	242.5	210	155.5	273.5	335	310	359	309.5	275	259.5	286	283.5	-0.269076213	0.061497497	0.130545468	0.025412419	0.431987568	-0.140007479	-0.2380304	-0.432959407
AC194970.5_FG002	ac194970.5_fgt002	17.3.2.2	hormone metabolism.brassinosteroid.signal transduction.BZR	BR	0.421890938	126	194	204.5	224	258.5	169.5	154.5	154	105	244.5	146	179.5	186.5	192	209	192	270	200	-0.212544635	0.112072808	0.132925213	0.222392421	0.306661338	-0.179821038	-0.805352569	-0.377069649
GRMZM2G446515	grmzm2g446515_t06	17.3.2.2	hormone metabolism.brassinosteroid.signal transduction.BZR	BR	0.109507567	250.5	216	208	188.5	253.5	272	274	354.5	386.5	203	202	169.5	210.5	203	216.5	248.5	272.5	251	0.31045531	0.349746039	-0.017236705	-0.106915204	0.227618722	0.1303608	0.007919663	0.498098263
GRMZM5G812774	grmzm5g812774_t01	17.3.2.2	hormone metabolism.brassinosteroid.signal transduction.BZR	BR	0.006128996	491.5	619.5	690.5	539.5	913	533	659.5	936	841	555	537.5	641	664.5	672.5	781.5	606.5	715.5	616	-0.129073338	-0.049220074	0.055372215	-0.317911308	0.224368987	-0.186372112	-0.117579107	0.603578179
GRMZM5G879749	grmzm5g879749_t01	17.3.2.99	hormone metabolism.brassinosteroid.signal transduction.other	BR	0.022982441	359	608.5	420	405.5	183.5	113.5	78.5	43.5	53	460.5	423.5	631.5	379	526.5	257.5	335	301.5	131.5	-0.238378126	-0.053525471	0.148191479	-0.376731617	-0.488792369	-1.561468798	-1.941393443	-1.595975493
GRMZM2G367650	grmzm2g367650_t01	17.3.3	hormone metabolism.brassinosteroid.induced-regulated-responsive-activated	BR	0.265379107	205.5	238.5	216.5	123	229	172	164	133	119	205.5	138.5	190.5	331	163.5	264	215	232	156	0.569252418	0.324198269	-0.612464192	-0.41063232	-0.205190331	-0.321928095	-0.500428991	-0.230119783
GRMZM2G015011	grmzm2g015011_t01	17.3.3	hormone metabolism.brassinosteroid.induced-regulated-responsive-activated	BR	0.872401305	119	117.5	127	136	98	99.5	109	105.5	101	177.5	96	120	109.5	120.5	115	120	115.5	103	0.309855263	-0.030373649	0.213897627	0.174573505	-0.230780207	-0.270265975	-0.083564717	0.034598662
GRMZM2G122340	grmzm2g122340_t01	17.4.1	hormone metabolism.cytokinin.synthesis-degradation	CTK	0.281443126	10	32.5	27.5	18.5	17.5	8.5	7	4	3.5	19.5	17	27	50.5	29.5	27.5	15.5	16	28	-0.765534746	0.267480311	-0.876851769	-0.673189684	-0.652076697	-0.866733469	-1.192645078	-2.807354922
GRMZM2G008792	grmzm2g008792_t01	17.4.1	hormone metabolism.cytokinin.synthesis-degradation	CTK	0.21374238	22.5	42.5	38.5	35.5	21	15	10	4.5	8	26	32	51.5	51.5	40	27	17	17.5	20.5	-0.508146904	-0.277109591	-0.419713986	-0.172180975	-0.362570079	-0.180572246	-0.807354922	-2.187627003
GRMZM2G404443	grmzm2g404443_t01	17.4.1	hormone metabolism.cytokinin.synthesis-degradation	CTK	0.130344491	58	168.5	93.5	85.5	101	74	33.5	36.5	36.5	302	84	170	166.5	167.5	117.5	107.5	90.5	110	-0.534336428	-0.012786155	-0.832483907	-0.97016477	-0.218305464	-0.538739484	-1.433756697	-1.591535155
GRMZM2G467069	grmzm2g467069_t04	17.4.1	hormone metabolism.cytokinin.synthesis-degradation	CTK	0.007026626	224	193	206	175	119	105	119.5	91	162	206	239	204.5	195	192.5	147	212.5	201.5	206	-0.093511886	-0.083499996	0.079170213	-0.137503524	-0.304854582	-1.017073513	-0.753769221	-1.178705887
GRMZM2G024476	grmzm2g024476_t01	17.4.1	hormone metabolism.cytokinin.synthesis-degradation	CTK	0.035506465	35	56.5	33.5	57.5	99	126	96.5	70.5	39.5	21	40	24.5	102	86	132.5	82	159	107.5	-0.192645078	1.205469118	-1.606336152	-0.580774704	-0.420491929	0.619727919	-0.720425918	-0.608641497
GRMZM2G167220	grmzm2g167220_t01	17.4.1	hormone metabolism.cytokinin.synthesis-degradation	CTK	0.95585423	30	22	33	25.5	17	14.5	9	12.5	14.5	33	40.5	33.5	32.5	22.5	15	15	7.5	19	-0.432959407	-0.606657572	0.022026306	0.180572246	0.180572246	-0.0489096	0.263034406	-0.604071324
GRMZM2G348452	grmzm2g348452_t01	17.4.1	hormone metabolism.cytokinin.synthesis-degradation	CTK	0.276329609	175.5	282	144.5	124.5	209	153.5	122.5	143	115.5	283	382.5	398	338.5	297	199.5	249	289.5	204	-1.123988717	-0.497073268	-1.228086341	-1.254317189	0.067114196	-0.697907087	-1.240781599	-0.512554005
GRMZM2G146644	grmzm2g146644_t01	17.4.1	hormone metabolism.cytokinin.synthesis-degradation	CTK	0.659087901	5.5	23	23.5	22	47.5	69	103	107	238	153	5.5	11.5	15	13	20	22	73.5	132.5	0	1	0.647698256	0.7589919	1.247927513	1.649092838	0.486828182	-0.308381563
AC210013.4_FG005	ac210013.4_fgt005	17.4.1	hormone metabolism.cytokinin.synthesis-degradation	CTK	0.068583579	11	9	12.5	25	28	25.5	21.5	22	41	5	16.5	5.5	16	12.5	9	14	19.5	22	-0.584962501	0.710493383	-0.35614381	1	1.637429921	0.86507042	0.140862536	0
GRMZM2G050997	grmzm2g050997_t01	17.4.1	hormone metabolism.cytokinin.synthesis-degradation	CTK	0.009401637	80	101	124.5	162.5	240	420.5	645	461	443	141	134	60.5	109	125.5	229	168.5	238	287.5	-0.744161096	0.739348245	0.191817607	0.372752354	0.067686808	1.319357209	1.438337587	0.681204795
GRMZM2G097258	grmzm2g097258_t01	17.4.1	hormone metabolism.cytokinin.synthesis-degradation	CTK	0.425688131	77	93	93	117.5	117.5	128	125	173	204.5	101	90	75.5	87.5	112	91.5	106	94.5	104.5	-0.225066556	0.300754072	0.087947699	0.069162025	0.360817108	0.272079545	0.40354186	0.727269096
GRMZM5G817173	grmzm5g817173_t01	17.4.1	hormone metabolism.cytokinin.synthesis-degradation	CTK	5.36E-10	114.5	129	106.5	91	145.5	261	296	462	546	25.5	153	65	141.5	87.5	100.5	81	94	94.5	-0.418184055	0.988859442	-0.409948623	0.056583528	0.533823652	1.688055994	1.654864514	2.289506617
GRMZM2G129954	grmzm2g129954_t02	17.4.2	hormone metabolism.cytokinin.signal transduction	CTK	0.072860206	324.5	351.5	348.5	397.5	348.5	427.5	267	196.5	198	560.5	525	430	530	209	239.5	234	181.5	359	-0.694098945	-0.290811971	-0.604833704	0.927451918	0.541133	0.86941589	0.556870194	-0.869454532
GRMZM2G125943	grmzm2g125943_t01	17.4.2	hormone metabolism.cytokinin.signal transduction	CTK	0.091426409	34	41.5	53.5	74	22	16.5	22.5	21.5	16	50.5	33	38.5	33.5	41	28.5	44.5	32.5	32.5	0.043068722	0.108252891	0.675377796	0.851901361	-0.373458396	-1.431339312	-0.530514717	-0.596103058
GRMZM2G151223	grmzm2g151223_t01	17.4.2	hormone metabolism.cytokinin.signal transduction	CTK	0.023115155	490	533.5	555	701.5	775.5	819.5	759.5	737	812.5	644	414	454.5	552.5	570.5	642	868.5	859.5	1096.5	0.243150982	0.231207977	0.006513307	0.298216217	0.272553484	-0.0837819	-0.178447675	-0.573169288
GRMZM2G014154	grmzm2g014154_t01	17.4.2	hormone metabolism.cytokinin.signal transduction	CTK	0.000865275	1784	1927.5	2210.5	2136.5	2339	2470	1893.5	1525.5	1572.5	1495.5	1606.5	1536	1856.5	1823.5	2718.5	2277.5	2222.5	2129	0.151194634	0.327552644	0.251787419	0.228539117	-0.216918966	0.117059988	-0.231127998	-0.48089377
GRMZM2G016439	grmzm2g016439_t01	17.4.2	hormone metabolism.cytokinin.signal transduction	CTK	0.006865963	513.5	573	651.5	684.5	658	718	704.5	531	679.5	646.5	487.5	559	608	599.5	822.5	671.5	665.5	691.5	0.074962058	0.035686856	0.099693855	0.191290788	-0.321928095	0.096596444	0.08216104	-0.38101739
GRMZM2G108694	grmzm2g108694_t01	17.4.2	hormone metabolism.cytokinin.signal transduction	CTK	0.796815312	91	102	85	117.5	92	84.5	57.5	66	50	76	83	89.5	78.5	108.5	86	100.5	90.5	65.5	0.132755209	0.188609565	0.114770187	0.114965714	0.097297201	-0.250172255	-0.654355836	0.010971118
GRMZM5G833140	grmzm5g833140_t01	17.4.2	hormone metabolism.cytokinin.signal transduction	CTK	0.294564121	994	1209.5	904.5	868	885	994.5	851	905	1446	1304	981.5	1143.5	972.5	930.5	794.5	729	594	860	0.018257584	0.080954404	-0.104577747	-0.100311108	0.155630236	0.448052557	0.518696201	0.073581132
GRMZM2G158252	grmzm2g158252_t01	17.4.2	hormone metabolism.cytokinin.signal transduction	CTK	0.74675679	326	270.5	269.5	261	258.5	280.5	301.5	263.5	317	263	252.5	242.5	270	270.5	255.5	248.5	204	249.5	0.368588577	0.157643847	-0.002674134	-0.051578787	0.016840989	0.174754919	0.56358885	0.078763146
GRMZM2G451604	grmzm2g451604_t01	17.4.2	hormone metabolism.cytokinin.signal transduction	CTK	0.844909862	301	264	323	331.5	367.5	403.5	372	350	348	363.5	268.5	219.5	262	265	361.5	330	335	296.5	0.164841399	0.26631699	0.301967353	0.323016511	0.023748603	0.290102649	0.151141526	0.239322817
GRMZM2G124890	grmzm2g124890_t01	17.4.2	hormone metabolism.cytokinin.signal transduction	CTK	0.000000311	164	73.5	41.5	41	22.5	49.5	57.5	33.5	70.5	27.5	128	79.5	72	109.5	80	64.5	39	25	0.357552005	-0.11321061	-0.79488557	-1.417235055	-1.830074999	-0.381870635	0.560087832	0.422233001
GRMZM2G039246	grmzm2g039246_t01	17.4.2	hormone metabolism.cytokinin.signal transduction	CTK	0.433670122	501	504	459	470.5	289.5	322.5	316.5	271	383.5	129.5	350.5	511	312.5	476	234.5	228.5	129.5	175	0.515396159	-0.019899557	0.554637964	-0.016766851	0.303975425	0.497104995	1.289253402	0.63093793
GRMZM2G155767	grmzm2g155767_t01	17.4.2	hormone metabolism.cytokinin.signal transduction	CTK	0.000647943	595	674.5	572	702	827	1113.5	953	931.5	1023.5	758	571	531.5	503.5	492	538.5	556.5	471.5	592.5	0.059398923	0.343748751	0.184023369	0.512812715	0.618940985	1.000647965	1.015218443	0.652740615
GRMZM2G471529	grmzm2g471529_t01	17.4.2	hormone metabolism.cytokinin.signal transduction	CTK	0.000102012	615	661.5	767	676.5	1005	837.5	952	1293.5	1235.5	627.5	521.5	553	629	595	649	551	526.5	643.5	0.237919158	0.258461676	0.286166561	0.185200266	0.630905118	0.604036872	0.854528042	1.007268
GRMZM2G423456	grmzm2g423456_t01	17.4.2	hormone metabolism.cytokinin.signal transduction	CTK	3.71E-12	1260.5	1217.5	1325.5	1425	2130	2394	2736	3792	4602	955	843.5	1165	1233	1407	1259.5	1242.5	1212	1475.5	0.579536145	0.063591817	0.10436387	0.018339591	0.758002308	0.9461773	1.174678531	1.361755043
GRMZM2G173710	grmzm2g173710_t01	17.4.2	hormone metabolism.cytokinin.signal transduction	CTK	0.000000774	742	385	299.5	400	211	553.5	613.5	671.5	979	166	676.5	260.5	235.5	392.5	183	224	181.5	231.5	0.133329253	0.563575073	0.346828943	0.027307346	0.20539935	1.305084585	1.757093796	1.536375206
GRMZM2G000423	grmzm2g000423_t01	17.5.1	hormone metabolism.ethylene.synthesis-degradation	ETH	1.66E-20	66.5	20	93	97.5	36	16.5	18.5	6	4.5	4.5	45	14.5	8	34.5	63.5	168	183	107.5	0.563429339	0.4639471	3.539158811	1.498805857	-0.818759685	-3.347923303	-3.306246473	-4.163230349
