GeneID	Chromosome	Chromosome start	Type of variation	cor
GRMZM2G133021	chr6	147301876	DownCNV/PAV	0.891128973
GRMZM2G108773	chr6	147513426	DownCNV/PAV	0.691468046
GRMZM2G038137	chr6	147738971	DownCNV/PAV	
GRMZM2G456568	chr6	148085508	DownCNV/PAV	0.917810708
GRMZM2G701177	chr6	148091363	DownCNV/PAV	0.873895511
GRMZM2G038019	chr6	148520701	DownCNV/PAV	0.904371257
GRMZM2G122709	chr6	149368196	DownCNV/PAV	0.874401939
GRMZM2G000829	chr6	149756445	Both	0.592965268
GRMZM2G161507	chr6	150097360	DownCNV/PAV	0.707748759
GRMZM2G122410	chr6	150341187	DownCNV/PAV	0.65728957
GRMZM2G077789	chr6	150857071	DownCNV/PAV	0.841369509
AC194828.3_FG012	chr6	151034387	UpCNV	0.561775072
GRMZM2G059624	chr6	151626236	DownCNV/PAV	0.726344581
GRMZM2G035922	chr6	151652089	DownCNV/PAV	0.905647883
GRMZM2G415025	chr6	152271149	DownCNV/PAV	0.774094201
GRMZM2G140609	chr6	152357479	DownCNV/PAV	0.912128403
GRMZM2G080045	chr6	152657196	DownCNV/PAV	0.896678314
GRMZM2G062066	chr6	153052109	DownCNV/PAV	0.823086341
GRMZM2G047762	chr6	153248229	DownCNV/PAV	0.87208506
AC212394.4_FG006	chr6	153337224	DownCNV/PAV	0.468268598
AC212394.4_FG010	chr6	153369600	DownCNV/PAV	
GRMZM2G046262	chr6	153816116	DownCNV/PAV	0.848262997
GRMZM2G361064	chr6	154280836	DownCNV/PAV	0.873323875
GRMZM2G385705	chr6	154756346	DownCNV/PAV	0.775466193
GRMZM2G701211	chr6	154883537	UpCNV	0.668671055
GRMZM2G445881	chr6	155047526	DownCNV/PAV	
GRMZM2G129166	chr6	155222380	DownCNV/PAV	0.547131661
GRMZM2G310552	chr6	155280644	DownCNV/PAV	0.794004088
GRMZM2G162127	chr6	155326217	DownCNV/PAV	0.746464243
GRMZM2G157536	chr6	155392297	DownCNV/PAV	0.807101606
GRMZM2G157596	chr6	155396145	DownCNV/PAV	0.922989026
GRMZM2G044137	chr6	155544764	DownCNV/PAV	0.895815229
GRMZM2G117558	chr6	155661102	DownCNV/PAV	0.875378491
GRMZM2G140763	chr6	155785980	DownCNV/PAV	0.891695153
GRMZM2G389700	chr6	156406326	DownCNV/PAV	
GRMZM2G020150	chr6	156545013	DownCNV/PAV	0.796097724
AC191401.3_FG013	chr6	156754890	DownCNV/PAV	
GRMZM2G313101	chr6	156894326	DownCNV/PAV	0.886810174
GRMZM2G313078	chr6	156899301	DownCNV/PAV	0.889508543
GRMZM2G701221	chr6	156974650	DownCNV/PAV	0.923252307
GRMZM2G074162	chr6	157294950	DownCNV/PAV	0.561915204
GRMZM2G001332	chr6	157448650	DownCNV/PAV	0.828843729
GRMZM2G006207	chr6	157704061	DownCNV/PAV	0.705064094
GRMZM2G127619	chr6	159127204	DownCNV/PAV	
GRMZM2G425729	chr6	159129343	DownCNV/PAV	
GRMZM2G459484	chr6	159785547	UpCNV	
GRMZM2G058314	chr6	160012575	DownCNV/PAV	
GRMZM2G004592	chr6	160122214	DownCNV/PAV	0.902278743
GRMZM2G120082	chr6	160488616	DownCNV/PAV	
GRMZM2G701236	chr6	160724350	DownCNV/PAV	0.840171965
GRMZM2G474656	chr6	160847638	DownCNV/PAV	0.620037981
GRMZM2G360833	chr6	160912869	UpCNV	
GRMZM2G094935	chr6	160990800	DownCNV/PAV	0.810874039
GRMZM2G126048	chr6	161156855	DownCNV/PAV	0.712933481
GRMZM2G014458	chr6	161261112	DownCNV/PAV	0.749009837
GRMZM2G460542	chr6	161360782	DownCNV/PAV	0.633994063
GRMZM2G079263	chr6	162115494	DownCNV/PAV	0.89538583
GRMZM2G041694	chr6	162588850	DownCNV/PAV	0.775569638
GRMZM2G004828	chr6	162745897	DownCNV/PAV	0.895033522
GRMZM2G306255	chr6	162752156	DownCNV/PAV	0.83375483
GRMZM2G069325	chr6	163093471	DownCNV/PAV	0.870563543
GRMZM2G079730	chr6	163467429	DownCNV/PAV	0.707805472
GRMZM2G380687	chr6	163492451	UpCNV	
GRMZM2G005052	chr6	163604024	DownCNV/PAV	0.904162275
GRMZM2G157218	chr6	164284664	DownCNV/PAV	0.790010258
GRMZM2G038284	chr6	164469844	DownCNV/PAV	0.916092623
GRMZM2G031200	chr6	164594893	DownCNV/PAV	0.826867082
GRMZM2G022619	chr6	164780446	DownCNV/PAV	0.914408022
GRMZM2G023207	chr6	164792965	DownCNV/PAV	0.809392413
GRMZM2G366778	chr6	165108710	DownCNV/PAV	0.4507171
GRMZM2G065757	chr6	165111439	DownCNV/PAV	0.901572024
AC188023.3_FG011	chr6	165455874	DownCNV/PAV	0.616336424
GRMZM2G139213	chr6	166370082	UpCNV	0.700442738
GRMZM2G089549	chr6	166832328	DownCNV/PAV	0.624223913
GRMZM2G465133	chr6	166910319	DownCNV/PAV	0.798010763
AC233870.1_FG001	chr6	167052322	DownCNV/PAV	
GRMZM2G164848	chr6	168598053	DownCNV/PAV	0.626056657
GRMZM2G070659	chr6	169111908	DownCNV/PAV	0.894908183
GRMZM2G000118	chr7	16735	UpCNV	0.708284266
GRMZM2G404941	chr7	189960	DownCNV/PAV	0.688761057
GRMZM2G420743	chr7	1270822	DownCNV/PAV	0.876952386
GRMZM2G018721	chr7	1923436	DownCNV/PAV	0.86769199
GRMZM2G704310	chr7	2369124	DownCNV/PAV	
GRMZM2G071436	chr7	2428342	DownCNV/PAV	0.837985473
GRMZM2G101527	chr7	2544371	DownCNV/PAV	0.506315135
GRMZM2G043368	chr7	2593214	DownCNV/PAV	
GRMZM2G015739	chr7	2620488	DownCNV/PAV	0.89614235
GRMZM2G117281	chr7	2744043	DownCNV/PAV	0.625918861
GRMZM2G403121	chr7	2777719	DownCNV/PAV	0.90077641
GRMZM2G337402	chr7	2797760	DownCNV/PAV	0.347432709
GRMZM2G369284	chr7	2893282	DownCNV/PAV	0.8817242
GRMZM2G145654	chr7	2941430	DownCNV/PAV	0.737114098
GRMZM2G044194	chr7	3022344	DownCNV/PAV	0.765654467
GRMZM2G465226	chr7	3489377	DownCNV/PAV	0.889521712
GRMZM2G450822	chr7	3909802	DownCNV/PAV	0.882492849
GRMZM2G065038	chr7	4307915	DownCNV/PAV	0.834599018
GRMZM2G358929	chr7	4425198	DownCNV/PAV	0.808002247
GRMZM2G370199	chr7	4473173	DownCNV/PAV	0.771183863
GRMZM2G013220	chr7	5148272	DownCNV/PAV	0.701230195
GRMZM2G090104	chr7	5460747	DownCNV/PAV	0.889608201
GRMZM2G059088	chr7	5681880	DownCNV/PAV	0.837131726
GRMZM2G357523	chr7	5773812	Both	0.636185482
GRMZM2G029587	chr7	6025550	DownCNV/PAV	0.858332615
GRMZM2G406170	chr7	6248087	DownCNV/PAV	0.859483765
GRMZM2G406168	chr7	6256639	DownCNV/PAV	0.743561172
GRMZM2G063084	chr7	6315635	UpCNV	
GRMZM2G002910	chr7	6330885	UpCNV	0.874032662
GRMZM2G301699	chr7	6336419	DownCNV/PAV	0.791372134
GRMZM2G087575	chr7	6395702	DownCNV/PAV	0.788711247
GRMZM2G127841	chr7	7434003	DownCNV/PAV	0.631355686
GRMZM2G055549	chr7	7460504	DownCNV/PAV	0.86287055
GRMZM2G174766	chr7	7804392	DownCNV/PAV	0.871411999
GRMZM2G382356	chr7	8270674	DownCNV/PAV	0.663730806
GRMZM2G382387	chr7	8274977	DownCNV/PAV	0.676601758
GRMZM2G128520	chr7	8994606	DownCNV/PAV	0.640002517
GRMZM2G704349	chr7	9076475	DownCNV/PAV	0.8684515
GRMZM2G132568	chr7	9431307	DownCNV/PAV	0.921504523
GRMZM2G054628	chr7	11818733	DownCNV/PAV	0.787167018
GRMZM2G168957	chr7	11840299	DownCNV/PAV	
GRMZM2G434518	chr7	11963936	DownCNV/PAV	0.440116533
GRMZM2G433968	chr7	12196336	DownCNV/PAV	0.542586378
AC233954.1_FG004	chr7	13401102	UpCNV	
GRMZM2G022616	chr7	13481553	DownCNV/PAV	0.885328167
GRMZM2G316256	chr7	14955060	DownCNV/PAV	0.747707898
GRMZM2G170044	chr7	15978771	DownCNV/PAV	0.873662293
GRMZM2G369991	chr7	16560497	DownCNV/PAV	0.663177751
GRMZM2G078595	chr7	17131443	DownCNV/PAV	0.78628225
GRMZM2G432631	chr7	18295238	DownCNV/PAV	0.740599346
AF546188.1_FG003	chr7	18657288	DownCNV/PAV	0.829917203
AC235546.1_FG002	chr7	19526148	DownCNV/PAV	0.553612144
GRMZM2G031220	chr7	19882484	DownCNV/PAV	
GRMZM2G404698	chr7	20059548	DownCNV/PAV	
GRMZM2G066406	chr7	20343213	DownCNV/PAV	0.864810414
GRMZM2G704414	chr7	20699264	DownCNV/PAV	0.797305256
GRMZM2G410033	chr7	20841988	DownCNV/PAV	0.915636282
GRMZM2G079632	chr7	20954629	DownCNV/PAV	0.898259334
GRMZM2G472052	chr7	21084330	DownCNV/PAV	0.912912568
GRMZM2G107096	chr7	21500739	DownCNV/PAV	0.889772961
GRMZM2G143367	chr7	22180439	DownCNV/PAV	0.75509378
GRMZM2G441089	chr7	22256795	DownCNV/PAV	0.770794937
GRMZM2G164929	chr7	26254287	DownCNV/PAV	0.761740309
GRMZM2G129092	chr7	26319066	DownCNV/PAV	0.679346825
GRMZM2G343236	chr7	26374759	DownCNV/PAV	
GRMZM2G704444	chr7	28592038	DownCNV/PAV	
GRMZM2G704448	chr7	28830243	DownCNV/PAV	
GRMZM2G704449	chr7	28832249	DownCNV/PAV	
GRMZM2G704451	chr7	28897757	DownCNV/PAV	
AC225564.3_FG003	chr7	29527423	DownCNV/PAV	0.850412678
GRMZM2G083285	chr7	30441603	DownCNV/PAV	0.8134282
GRMZM2G382273	chr7	30447058	Both	0.849843343
GRMZM2G038388	chr7	30496001	DownCNV/PAV	0.892083423
GRMZM2G704466	chr7	32527150	DownCNV/PAV	
GRMZM2G704467	chr7	32575567	Both	
GRMZM2G704467	chr7	32575567	Both	
GRMZM2G160265	chr7	33581094	DownCNV/PAV	0.818946346
GRMZM2G137980	chr7	33727306	DownCNV/PAV	
GRMZM2G169991	chr7	34296958	UpCNV	
GRMZM2G704471	chr7	34654644	UpCNV	
GRMZM2G109741	chr7	34940593	DownCNV/PAV	0.745452706
GRMZM2G032699	chr7	37208677	DownCNV/PAV	0.917662301
AC187082.3_FG003	chr7	41137561	DownCNV/PAV	0.63822573
GRMZM2G176834	chr7	41178677	DownCNV/PAV	0.714248852
GRMZM2G075715	chr7	41938617	DownCNV/PAV	
GRMZM2G433551	chr7	42535380	DownCNV/PAV	0.652920302
GRMZM2G022014	chr7	42577890	DownCNV/PAV	0.922476987
GRMZM2G095204	chr7	43191215	DownCNV/PAV	0.62638386
GRMZM2G364252	chr7	46908362	UpCNV	0.831718447
GRMZM2G055009	chr7	47566527	DownCNV/PAV	0.528853252
GRMZM2G372293	chr7	51494633	UpCNV	0.780987796
GRMZM2G070818	chr7	51513657	DownCNV/PAV	
GRMZM2G181106	chr7	51520298	DownCNV/PAV	0.753558023
GRMZM2G165198	chr7	52400305	DownCNV/PAV	0.807882208
GRMZM2G414935	chr7	56536190	DownCNV/PAV	0.508968565
GRMZM2G450807	chr7	57459234	UpCNV	0.744357582
GRMZM2G700046	chr7	58523745	DownCNV/PAV	0.873321591
GRMZM2G417609	chr7	58691327	DownCNV/PAV	
AC202110.3_FG004	chr7	66984278	DownCNV/PAV	0.481776801
GRMZM2G334162	chr7	67026493	DownCNV/PAV	0.508072502
GRMZM2G096868	chr7	67252084	DownCNV/PAV	
GRMZM2G335589	chr7	67697434	DownCNV/PAV	0.659158555
GRMZM2G542753	chr7	70196166	DownCNV/PAV	0.907816687
GRMZM2G108864	chr7	70475408	DownCNV/PAV	0.889227637
GRMZM2G116460	chr7	70523984	DownCNV/PAV	
GRMZM2G325633	chr7	74900066	DownCNV/PAV	0.792108756
GRMZM2G149295	chr7	75852083	DownCNV/PAV	0.901457876
AC187459.3_FG004	chr7	77589215	DownCNV/PAV	
GRMZM2G381802	chr7	78982994	DownCNV/PAV	
GRMZM2G383052	chr7	79775978	UpCNV	
GRMZM2G404647	chr7	79876637	DownCNV/PAV	0.863716823
GRMZM2G330379	chr7	80820601	DownCNV/PAV	0.39154013
GRMZM2G405284	chr7	80918728	DownCNV/PAV	0.353733918
GRMZM2G700111	chr7	81355630	DownCNV/PAV	
GRMZM2G025895	chr7	82195037	DownCNV/PAV	
GRMZM2G083042	chr7	83117223	DownCNV/PAV	0.453105451
AC205470.3_FG008	chr7	84490976	DownCNV/PAV	0.744186474
GRMZM2G058754	chr7	86193931	DownCNV/PAV	0.593430118
GRMZM2G072133	chr7	87027100	DownCNV/PAV	0.55961645
GRMZM2G066609	chr7	87126121	DownCNV/PAV	0.567206291
GRMZM2G071808	chr7	88953968	UpCNV	0.810361488
GRMZM2G448924	chr7	90935719	DownCNV/PAV	0.775273468
GRMZM2G448918	chr7	90947335	DownCNV/PAV	
AC204768.3_FG001	chr7	93461612	UpCNV	0.661101814
GRMZM2G436649	chr7	94828062	DownCNV/PAV	0.853256273
GRMZM2G134496	chr7	95443005	DownCNV/PAV	0.886010393
GRMZM2G307470	chr7	95706095	UpCNV	0.86231239
GRMZM2G700149	chr7	96335893	DownCNV/PAV	
GRMZM2G357349	chr7	96442511	DownCNV/PAV	
GRMZM2G113750	chr7	97235536	DownCNV/PAV	0.828196694
GRMZM2G033109	chr7	98231164	DownCNV/PAV	
GRMZM2G150832	chr7	99481653	DownCNV/PAV	0.870143933
GRMZM2G700188	chr7	102886501	DownCNV/PAV	0.911245301
GRMZM2G045638	chr7	103092232	DownCNV/PAV	0.795121089
GRMZM2G353313	chr7	105982441	DownCNV/PAV	0.860864482
GRMZM2G700193	chr7	108186581	DownCNV/PAV	
GRMZM2G377303	chr7	109184934	DownCNV/PAV	0.585011494
GRMZM2G125867	chr7	110617076	DownCNV/PAV	0.922825952
GRMZM2G160770	chr7	110880403	DownCNV/PAV	0.897032969
GRMZM2G329334	chr7	111688738	DownCNV/PAV	
GRMZM2G381638	chr7	111789061	DownCNV/PAV	0.668082615
GRMZM2G101111	chr7	111926802	DownCNV/PAV	0.738434032
GRMZM2G114751	chr7	113105550	DownCNV/PAV	0.896564152
GRMZM2G003225	chr7	114902241	DownCNV/PAV	0.606069159
GRMZM2G123018	chr7	115006235	DownCNV/PAV	0.534541792
GRMZM2G700198	chr7	115159216	UpCNV	0.591706053
GRMZM2G399644	chr7	115306076	DownCNV/PAV	0.865080202
GRMZM2G099049	chr7	115350829	DownCNV/PAV	0.878231734
AC195826.2_FG006	chr7	116123305	DownCNV/PAV	0.716831071
GRMZM2G429857	chr7	116124366	DownCNV/PAV	0.810848487
GRMZM2G130912	chr7	116184347	DownCNV/PAV	0.918471491
GRMZM2G039036	chr7	116558122	DownCNV/PAV	0.829035762
GRMZM2G141981	chr7	118340961	DownCNV/PAV	
GRMZM2G397260	chr7	120350290	DownCNV/PAV	
GRMZM2G055557	chr7	121041274	DownCNV/PAV	
GRMZM2G145101	chr7	121838606	DownCNV/PAV	0.926587292
GRMZM2G070375	chr7	122222010	DownCNV/PAV	0.889263895
GRMZM2G165217	chr7	122816558	UpCNV	
GRMZM2G382038	chr7	122890089	UpCNV	0.717413669
GRMZM2G150780	chr7	123348391	DownCNV/PAV	0.787658531
GRMZM2G700211	chr7	124190458	DownCNV/PAV	0.360815799
GRMZM2G381370	chr7	124771515	DownCNV/PAV	
GRMZM2G377862	chr7	125475739	UpCNV	0.776443908
GRMZM2G181376	chr7	126448782	DownCNV/PAV	
GRMZM2G137233	chr7	127001307	DownCNV/PAV	0.240944649
GRMZM2G700218	chr7	127914710	DownCNV/PAV	0.603564575
GRMZM2G101741	chr7	128326231	DownCNV/PAV	0.837852866
GRMZM2G340108	chr7	129670669	DownCNV/PAV	0.866865843
GRMZM2G131281	chr7	129857388	DownCNV/PAV	0.868396588
GRMZM2G463359	chr7	129961338	UpCNV	0.849458859
GRMZM2G077106	chr7	131060367	DownCNV/PAV	
GRMZM2G065868	chr7	131700964	DownCNV/PAV	0.898273055
AC188718.3_FG011	chr7	132414363	UpCNV	0.40140635
GRMZM2G009727	chr7	132427322	DownCNV/PAV	0.605205725
GRMZM2G136734	chr7	132444012	DownCNV/PAV	0.60347807
AC188718.3_FG015	chr7	132457600	UpCNV	0.631248675
GRMZM2G012623	chr7	132495997	DownCNV/PAV	0.81092271
GRMZM2G056934	chr7	134381532	DownCNV/PAV	
GRMZM2G169990	chr7	134422985	DownCNV/PAV	
GRMZM2G071147	chr7	134843316	DownCNV/PAV	0.933842907
GRMZM2G575766	chr7	134899393	UpCNV	0.855412999
GRMZM2G043636	chr7	135122905	DownCNV/PAV	0.660725811
GRMZM2G001145	chr7	135585494	DownCNV/PAV	0.632013503
GRMZM2G443560	chr7	135885434	DownCNV/PAV	0.660307567
GRMZM2G162546	chr7	135990104	DownCNV/PAV	0.794852509
GRMZM2G052817	chr7	136265289	DownCNV/PAV	0.712146854
GRMZM2G051339	chr7	136586391	UpCNV	0.898595694
GRMZM2G465689	chr7	136646463	UpCNV	0.912287531
GRMZM2G449875	chr7	138208466	DownCNV/PAV	0.823526881
GRMZM2G472869	chr7	138753917	DownCNV/PAV	0.748050856
GRMZM2G450069	chr7	138821401	DownCNV/PAV	0.878574904
GRMZM2G042666	chr7	140666859	DownCNV/PAV	0.901905414
GRMZM2G077140	chr7	141401425	DownCNV/PAV	0.512548582
GRMZM2G077162	chr7	141408238	DownCNV/PAV	0.478543098
GRMZM2G168614	chr7	141587972	DownCNV/PAV	0.925255322
AC212369.5_FG008	chr7	143032000	DownCNV/PAV	
AC194888.3_FG004	chr7	143455128	UpCNV	
GRMZM2G434353	chr7	144303256	DownCNV/PAV	0.811508526
GRMZM2G370473	chr7	144374249	DownCNV/PAV	0.777986929
AC212216.4_FG003	chr7	147308173	DownCNV/PAV	0.391458584
GRMZM2G700270	chr7	148823578	DownCNV/PAV	0.809946954
GRMZM2G431039	chr7	149418376	DownCNV/PAV	0.901945535
GRMZM2G471687	chr7	149537119	DownCNV/PAV	
GRMZM2G058310	chr7	149716148	UpCNV	
GRMZM2G041381	chr7	149932913	DownCNV/PAV	0.902265753
GRMZM2G134047	chr7	150161078	DownCNV/PAV	0.852241483
GRMZM2G173910	chr7	150310378	DownCNV/PAV	0.92461992
GRMZM2G051090	chr7	151002357	DownCNV/PAV	0.914163095
GRMZM2G041645	chr7	151440468	DownCNV/PAV	0.886836629
GRMZM2G166455	chr7	152194383	DownCNV/PAV	0.800394011
GRMZM2G437206	chr7	153023848	DownCNV/PAV	
GRMZM2G081668	chr7	153286103	DownCNV/PAV	0.663156944
GRMZM2G167933	chr7	153353544	DownCNV/PAV	0.700074769
AC200143.3_FG003	chr7	153490699	DownCNV/PAV	0.559602065
GRMZM2G305196	chr7	154235119	DownCNV/PAV	0.61114187
GRMZM2G305211	chr7	154238427	DownCNV/PAV	0.820593893
AC194977.2_FG004	chr7	154331873	DownCNV/PAV	0.859937821
GRMZM2G072500	chr7	154581382	DownCNV/PAV	0.904490327
GRMZM2G110044	chr7	155444495	DownCNV/PAV	0.897438727
GRMZM2G357750	chr7	156426586	UpCNV	
GRMZM2G008651	chr7	157054625	DownCNV/PAV	0.832573688
GRMZM2G119705	chr7	157153925	DownCNV/PAV	0.903924057
GRMZM2G036203	chr7	157183571	DownCNV/PAV	0.663708197
GRMZM2G049882	chr7	157202597	DownCNV/PAV	0.79374286
AC195138.3_FG004	chr7	157912039	DownCNV/PAV	
GRMZM2G146623	chr7	157964022	DownCNV/PAV	
GRMZM2G131228	chr7	158021756	DownCNV/PAV	
GRMZM2G131243	chr7	158027724	DownCNV/PAV	0.755410125
GRMZM2G131262	chr7	158033607	DownCNV/PAV	0.735844072
GRMZM2G165069	chr7	158081709	DownCNV/PAV	
GRMZM2G017593	chr7	158103876	DownCNV/PAV	0.565544574
GRMZM2G370081	chr7	158229995	DownCNV/PAV	0.876407759
GRMZM2G045155	chr7	158550662	DownCNV/PAV	0.817114225
GRMZM2G157505	chr7	158772850	DownCNV/PAV	0.832601393
AC187072.4_FG002	chr7	158923163	UpCNV	0.706403781
GRMZM2G351484	chr7	159088507	DownCNV/PAV	0.413968447
GRMZM2G049177	chr7	159089246	DownCNV/PAV	
GRMZM2G377502	chr7	159629395	DownCNV/PAV	0.617201476
GRMZM2G031545	chr7	159698495	DownCNV/PAV	0.91728412
GRMZM2G449944	chr7	160251351	DownCNV/PAV	0.833476947
GRMZM2G420181	chr7	161595341	DownCNV/PAV	
GRMZM2G120362	chr7	161603482	DownCNV/PAV	
GRMZM2G143530	chr7	161667034	DownCNV/PAV	
GRMZM2G124078	chr7	161672948	DownCNV/PAV	
GRMZM2G106985	chr7	161679078	DownCNV/PAV	
GRMZM2G079645	chr7	161698973	DownCNV/PAV	0.795939311
GRMZM2G144606	chr7	161706042	DownCNV/PAV	
GRMZM2G700321	chr7	161764288	DownCNV/PAV	0.777263578
GRMZM2G700328	chr7	161778467	DownCNV/PAV	
AC195864.3_FG017	chr7	161779969	UpCNV	
GRMZM2G060511	chr7	162170789	UpCNV	0.707226735
GRMZM2G700337	chr7	162662892	DownCNV/PAV	0.8829885
GRMZM2G427090	chr7	162723248	DownCNV/PAV	0.645881895
GRMZM2G427903	chr7	163076951	DownCNV/PAV	0.854279953
GRMZM2G427954	chr7	163100071	DownCNV/PAV	0.750890996
GRMZM2G437207	chr7	163159574	DownCNV/PAV	0.80627565
GRMZM2G139870	chr7	163435319	DownCNV/PAV	0.768023224
GRMZM2G120971	chr7	163728806	DownCNV/PAV	0.892604016
GRMZM2G104141	chr7	164127000	DownCNV/PAV	0.878559792
GRMZM2G131389	chr7	164624377	DownCNV/PAV	0.838017756
GRMZM2G700349	chr7	164667853	DownCNV/PAV	0.544216544
GRMZM2G448739	chr7	164826868	DownCNV/PAV	0.787112168
GRMZM2G045039	chr7	165166906	UpCNV	
GRMZM2G326129	chr7	165313946	DownCNV/PAV	0.700784969
GRMZM2G144950	chr7	165867263	DownCNV/PAV	0.87109964
AC211471.3_FG003	chr7	165905993	DownCNV/PAV	0.7294313
GRMZM2G049913	chr7	166756230	DownCNV/PAV	0.735235937
GRMZM2G025062	chr7	167021434	DownCNV/PAV	
GRMZM2G053656	chr7	167371917	DownCNV/PAV	
GRMZM2G348125	chr7	167849050	DownCNV/PAV	0.751409085
AC155434.2_FG009	chr7	168051313	UpCNV	
GRMZM2G061922	chr7	168448672	DownCNV/PAV	0.892537815
GRMZM2G140758	chr7	169409014	DownCNV/PAV	0.906294276
GRMZM2G420910	chr7	169502255	DownCNV/PAV	0.894455598
GRMZM2G102167	chr7	169514550	DownCNV/PAV	0.905990286
GRMZM2G038542	chr7	170749542	DownCNV/PAV	0.807860497
GRMZM2G163224	chr7	170753841	DownCNV/PAV	
GRMZM2G384298	chr8	261990	DownCNV/PAV	0.525936894
GRMZM2G085038	chr8	307178	DownCNV/PAV	0.869313777
GRMZM2G386987	chr8	690525	DownCNV/PAV	0.699284167
GRMZM2G361115	chr8	759680	DownCNV/PAV	0.704821242
GRMZM2G400497	chr8	825208	DownCNV/PAV	0.865844428
GRMZM2G099984	chr8	838478	DownCNV/PAV	0.469976231
GRMZM2G103512	chr8	1051870	DownCNV/PAV	0.859032944
GRMZM2G063223	chr8	1071041	DownCNV/PAV	0.86572134
AC187818.3_FG004	chr8	1340244	DownCNV/PAV	
GRMZM2G132804	chr8	1910505	DownCNV/PAV	0.899808783
GRMZM2G353266	chr8	2185046	DownCNV/PAV	0.753871828
GRMZM2G136158	chr8	3281605	DownCNV/PAV	0.877506827
GRMZM2G029243	chr8	3427690	DownCNV/PAV	0.891804007
GRMZM2G020148	chr8	4385732	DownCNV/PAV	0.852884405
AC195172.3_FG001	chr8	4425706	DownCNV/PAV	0.750785204
GRMZM2G036837	chr8	4870402	DownCNV/PAV	0.92608939
GRMZM2G146004	chr8	5140022	DownCNV/PAV	0.665119529
GRMZM2G139886	chr8	5516336	Both	0.652693743
GRMZM2G154896	chr8	5552924	DownCNV/PAV	0.888813844
GRMZM2G700366	chr8	5648268	DownCNV/PAV	0.659810793
GRMZM2G309517	chr8	5938527	DownCNV/PAV	0.557098569
GRMZM2G105587	chr8	6016656	DownCNV/PAV	0.71214808
GRMZM2G058681	chr8	6197164	UpCNV	0.854786576
GRMZM2G156673	chr8	6544957	DownCNV/PAV	0.927997057
GRMZM2G056285	chr8	6771279	DownCNV/PAV	0.780662291
GRMZM2G454022	chr8	7385895	DownCNV/PAV	0.776234717
GRMZM2G100124	chr8	7653991	UpCNV	
GRMZM2G172192	chr8	7960818	UpCNV	0.755534389
GRMZM2G163954	chr8	7963255	DownCNV/PAV	0.883435388
AC234160.1_FG002	chr8	8423825	DownCNV/PAV	
GRMZM2G098015	chr8	8730897	DownCNV/PAV	0.682059642
GRMZM2G396541	chr8	8733258	DownCNV/PAV	0.821330422
GRMZM2G377250	chr8	8996114	DownCNV/PAV	0.500310321
GRMZM2G395778	chr8	9034189	DownCNV/PAV	0.864299142
GRMZM2G700375	chr8	9044062	Both	
GRMZM2G366953	chr8	9092919	DownCNV/PAV	0.352885802
GRMZM2G113421	chr8	9112283	DownCNV/PAV	0.59571882
GRMZM2G113400	chr8	9116914	DownCNV/PAV	0.548714482
GRMZM2G333045	chr8	9368941	DownCNV/PAV	0.347851027
GRMZM2G034611	chr8	9378082	DownCNV/PAV	0.582136228
GRMZM2G034485	chr8	9382227	DownCNV/PAV	
GRMZM2G502350	chr8	9398564	DownCNV/PAV	
GRMZM2G174001	chr8	9555296	DownCNV/PAV	
GRMZM2G473485	chr8	9612850	DownCNV/PAV	0.570870352
GRMZM2G093072	chr8	9651362	DownCNV/PAV	0.589851086
GRMZM2G077900	chr8	9740481	DownCNV/PAV	0.646220821
GRMZM2G700378	chr8	10186647	DownCNV/PAV	0.555385971
GRMZM2G336694	chr8	11106196	Both	0.484733395
GRMZM2G700383	chr8	11249338	DownCNV/PAV	0.419838242
GRMZM2G450206	chr8	12460193	DownCNV/PAV	0.691718588
GRMZM2G132088	chr8	12688560	DownCNV/PAV	
GRMZM2G333635	chr8	13101140	DownCNV/PAV	0.791452313
GRMZM2G172396	chr8	13305629	DownCNV/PAV	0.841481565
GRMZM2G473743	chr8	13498573	DownCNV/PAV	
GRMZM2G123314	chr8	14925012	DownCNV/PAV	0.897455926
GRMZM2G316685	chr8	15095378	DownCNV/PAV	0.622029723
GRMZM2G700399	chr8	15300418	DownCNV/PAV	
GRMZM2G700405	chr8	15987960	DownCNV/PAV	0.765805263
GRMZM2G700407	chr8	15992771	DownCNV/PAV	0.808163483
GRMZM2G165354	chr8	16675403	DownCNV/PAV	0.41432173
AC211474.3_FG006	chr8	16791642	DownCNV/PAV	0.627356782
GRMZM2G162928	chr8	17108891	DownCNV/PAV	0.868066891
GRMZM2G095655	chr8	17231559	DownCNV/PAV	0.904993035
GRMZM2G171912	chr8	19009997	DownCNV/PAV	0.857659202
AC218957.3_FG003	chr8	19858825	DownCNV/PAV	0.775766686
GRMZM2G371276	chr8	21330327	DownCNV/PAV	0.884129523
GRMZM2G441906	chr8	21762152	DownCNV/PAV	0.825268397
GRMZM2G046290	chr8	21808707	DownCNV/PAV	0.862432867
GRMZM2G031917	chr8	21845569	DownCNV/PAV	0.767932901
GRMZM2G700427	chr8	22596281	DownCNV/PAV	
AC187157.4_FG003	chr8	22597195	DownCNV/PAV	
GRMZM2G136072	chr8	23107290	DownCNV/PAV	0.830822145
GRMZM2G319603	chr8	24534989	DownCNV/PAV	0.719349271
GRMZM2G095366	chr8	24894916	DownCNV/PAV	0.723283762
GRMZM2G046306	chr8	25010516	DownCNV/PAV	0.751641215
